Concat,Alkalinity,Calcium,Chloride,Copper,DOC,Hardness,Magnesium,pH,Potassium,Sodium,Sulfate,Temperature,New_Total,Category5,Field16,Analyte_count,Field18,StationName,StationCode,SampleDate,TargetLatitude,TargetLongitude,Program,ParentProject,Project,Data_Source,NearStream_Distance,Stream_Name,HUC8_Name
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-35643180,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG058,7-356,3/21/2018 0:00,34.048401,-118.9499969,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,1365.42303,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-35742754,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG059,7-357,1/19/2017 0:00,34.048801,-118.9520035,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,1252.077719,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-35743181,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG059,7-357,3/22/2018 0:00,34.048801,-118.9520035,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,1252.077719,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-35842754,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG061,7-358,1/19/2017 0:00,34.047699,-118.947998,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,1201.496052,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-35843180,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG061,7-358,3/21/2018 0:00,34.047699,-118.947998,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,1201.496052,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-35942754,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG066,7-359,1/19/2017 0:00,34.0471,-118.9250031,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,864.597304,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-35943180,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG066,7-359,3/21/2018 0:00,34.0471,-118.9250031,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,864.597304,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36041698,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG070,7-360,2/28/2014 0:00,34.045898,-118.9319992,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2014-2015,CEDEN,222.5843334,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36042783,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG070,7-360,2/17/2017 0:00,34.045898,-118.9319992,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,222.5843334,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36043161,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG070,7-360,3/2/2018 0:00,34.045898,-118.9319992,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,222.5843334,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36142754,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG073,7-361,1/19/2017 0:00,34.046398,-118.9229965,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,1022.63885,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36143180,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG073,7-361,3/21/2018 0:00,34.046398,-118.9229965,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,1022.63885,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36241698,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG077,7-362,2/28/2014 0:00,34.0452,-118.9339981,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2014-2015,CEDEN,29.074362,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36242776,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG077,7-362,2/10/2017 0:00,34.0452,-118.9339981,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,29.074362,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36243180,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG077,7-362,3/21/2018 0:00,34.0452,-118.9339981,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,29.074362,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36341698,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG078,7-363,2/28/2014 0:00,34.045399,-118.9339981,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2014-2015,CEDEN,40.6651791,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36342776,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG078,7-363,2/10/2017 0:00,34.045399,-118.9339981,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,40.6651791,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36343180,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG078,7-363,3/21/2018 0:00,34.045399,-118.9339981,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,40.6651791,Arroyo Sequit,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36441698,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG135,7-364,2/28/2014 0:00,34.049198,-118.8970032,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2014-2015,CEDEN,125.1073993,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36442776,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG135,7-364,2/10/2017 0:00,34.049198,-118.8970032,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,125.1073993,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36443180,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG135,7-364,3/21/2018 0:00,34.049198,-118.8970032,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,125.1073993,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36541698,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG147,7-365,2/28/2014 0:00,34.041599,-118.8939972,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2014-2015,CEDEN,32.08811498,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36542776,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG147,7-365,2/10/2017 0:00,34.041599,-118.8939972,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,32.08811498,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36543180,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG147,7-365,3/21/2018 0:00,34.041599,-118.8939972,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,32.08811498,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36642754,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG150,7-366,1/19/2017 0:00,34.040901,-118.8889999,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,497.23871,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36643161,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG150,7-366,3/2/2018 0:00,34.040901,-118.8889999,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,497.23871,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36741696,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG187,7-367,2/26/2014 0:00,34.039299,-118.8700027,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2014-2015,CEDEN,81.99923701,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36742776,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG187,7-367,2/10/2017 0:00,34.039299,-118.8700027,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,81.99923701,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36743109,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG187,7-367,1/9/2018 0:00,34.039299,-118.8700027,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,81.99923701,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36841698,,,,Copper,,,,pH,,,,Temperature,3,1,,3,,MUG283,7-368,2/28/2014 0:00,34.025902,-118.7659988,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2013-2014,CEDEN,30.80436765,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36842776,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG283,7-368,2/10/2017 0:00,34.025902,-118.7659988,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,30.80436765,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-36843109,,,,Copper,,,,pH,,,,Temperature,3,1,,3,,MUG283,7-368,1/9/2018 0:00,34.025902,-118.7659988,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,30.80436765,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37041696,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG346,7-370,2/26/2014 0:00,34.025101,-118.7839966,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2014-2015,CEDEN,294.7373579,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37042754,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG346,7-370,1/19/2017 0:00,34.025101,-118.7839966,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,294.7373579,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37043180,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG346,7-370,3/21/2018 0:00,34.025101,-118.7839966,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,294.7373579,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37142783,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG355,7-371,2/17/2017 0:00,34.021198,-118.8290024,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,1060.375067,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37143161,,,,,,,,pH,,,,Temperature,2,1,,2,,MUG355,7-371,3/2/2018 0:00,34.021198,-118.8290024,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,1060.375067,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37242783,,,,,,,,pH,,,,Temperature,2,1,,2,,SAD0950,7-372,2/17/2017 0:00,34.027,-118.8389969,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,382.5772844,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37441698,,,,,,,,pH,,,,Temperature,2,1,,2,,SAD0970,7-374,2/28/2014 0:00,34.025398,-118.8359985,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2014-2015,CEDEN,711.4898801,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37442783,,,,,,,,pH,,,,Temperature,2,1,,2,,SAD0970,7-374,2/17/2017 0:00,34.025398,-118.8359985,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,711.4898801,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37443180,,,,,,,,pH,,,,Temperature,2,1,,2,,SAD0970,7-374,3/21/2018 0:00,34.025398,-118.8359985,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,711.4898801,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37541698,,,,Copper,,,,pH,,,,Temperature,3,1,,3,,SAD0980,7-375,2/28/2014 0:00,34.024399,-118.8349991,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2013-2014,CEDEN,850.775195,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37542776,,,,,,,,pH,,,,Temperature,2,1,,2,,SAD0980,7-375,2/10/2017 0:00,34.024399,-118.8349991,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,850.775195,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37543181,,,,Copper,,,,pH,,,,Temperature,3,1,,3,,SAD0980,7-375,3/22/2018 0:00,34.024399,-118.8349991,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,850.775195,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37641698,,,,Copper,,,,pH,,,,Temperature,3,1,,3,,SAD0990,7-376,2/28/2014 0:00,34.022999,-118.8330002,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2013-2014,CEDEN,1091.644418,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37642776,,,,,,,,pH,,,,Temperature,2,1,,2,,SAD0990,7-376,2/10/2017 0:00,34.022999,-118.8330002,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,1091.644418,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37643180,,,,Copper,,,,pH,,,,Temperature,3,1,,3,,SAD0990,7-376,3/21/2018 0:00,34.022999,-118.8330002,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,1091.644418,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37742783,,,,,,,,pH,,,,Temperature,2,1,,2,,SAD1000,7-377,2/17/2017 0:00,34.021301,-118.8300018,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2016-2017,CEDEN,1130.999071,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37743180,,,,,,,,pH,,,,Temperature,2,1,,2,,SAD1000,7-377,3/21/2018 0:00,34.021301,-118.8300018,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2017-2018,CEDEN,1130.999071,,Santa Monica Bay
CEDENCalifornia Department of Transportation NPDES PermitCA Dept of Transit NPDES Monitoring 2014-20157-37941698,,,,,,,,pH,,,,Temperature,2,1,,2,,SAD1050,7-379,2/28/2014 0:00,34.016998,-118.8249969,California Department of Transportation NPDES Permit,CA Dept of Transit NPDES Monitoring 2014-2015,CA Dept of Transit NPDES Monitoring 2014-2015,CEDEN,466.575692,,Santa Monica Bay
